id,bespoke_id,alt_generic_id
10618,10618.0,41911.0
10621,10621.0,41941.0
10627,10627.0,42104.0
10631,10631.0,41985.0
10632,10632.0,42243.0
10636,10636.0,41911.0
10638,10638.0,42104.0
10644,10644.0,41977.0
10645,10645.0,42091.0
10648,10648.0,42162.0
10651,10651.0,42048.0
10658,10658.0,42187.0
10663,10663.0,42243.0
10665,10665.0,41914.0
10677,10677.0,41985.0
10678,10678.0,42243.0
10682,10682.0,41911.0
10684,10684.0,42104.0
10698,10698.0,42048.0
10701,10701.0,42243.0
10706,10706.0,41911.0
10709,10709.0,42104.0
10710,10710.0,41914.0
10717,10717.0,42091.0
10718,10718.0,42162.0
10720,10720.0,42048.0
10722,10722.0,41985.0
10723,10723.0,42243.0
10724,10724.0,42243.0
10727,10727.0,41911.0
10728,10728.0,41964.0
10730,10730.0,42104.0
10737,10737.0,42048.0
10739,10739.0,42243.0
10741,10741.0,41911.0
10745,10745.0,42104.0
10758,10758.0,42048.0
10766,10766.0,42243.0
10773,10773.0,41911.0
10775,10775.0,41959.0
10780,10780.0,42048.0
10782,10782.0,41911.0
10783,10783.0,42104.0
10786,10786.0,42227.0
10791,10791.0,42026.0
10804,10804.0,42243.0
10806,10806.0,41911.0
10811,10811.0,42104.0
10819,10819.0,42048.0
10823,10823.0,42243.0
10827,10827.0,41911.0
10828,10828.0,41911.0
10830,10830.0,41964.0
10833,10833.0,42227.0
10834,10834.0,42104.0
10841,10841.0,42048.0
10870,10870.0,42243.0
10873,10873.0,42162.0
10889,10889.0,41985.0
10898,10898.0,42104.0
10907,10907.0,42048.0
10924,10924.0,41914.0
10931,10931.0,41911.0
10933,10933.0,41985.0
10934,10934.0,42243.0
10935,10935.0,42243.0
10937,10937.0,41911.0
10938,10938.0,42227.0
10939,10939.0,42104.0
10951,10951.0,42048.0
10960,10960.0,42243.0
10961,10961.0,42243.0
10964,10964.0,42243.0
10965,10965.0,42243.0
10984,10984.0,41914.0
10988,10988.0,41977.0
10991,10991.0,42048.0
10992,10992.0,41911.0
11001,11001.0,41941.0
11004,11004.0,42243.0
11007,11007.0,41911.0
11008,11008.0,42187.0
11009,11009.0,41914.0
11010,11010.0,41941.0
11011,11011.0,42104.0
11025,11025.0,42243.0
11029,11029.0,41914.0
11036,11036.0,42048.0
11039,11039.0,42243.0
11050,11050.0,42104.0
11063,11063.0,42243.0
11069,11069.0,42104.0
11077,11077.0,42048.0
11081,11081.0,42243.0
11092,11092.0,42048.0
11098,11098.0,42243.0
11107,11107.0,42104.0
11112,11112.0,42048.0
11114,11114.0,41985.0
11116,11116.0,41911.0
11118,11118.0,42104.0
11137,11137.0,42048.0
11139,11139.0,41941.0
11143,11143.0,41914.0
11147,11147.0,41911.0
11150,11150.0,42243.0
11152,11152.0,41941.0
11153,11153.0,42104.0
11165,11165.0,42243.0
11169,11169.0,41959.0
11181,11181.0,42104.0
11184,11184.0,41911.0
11204,11204.0,42190.0
11207,11207.0,42048.0
11209,11209.0,41911.0
11211,11211.0,42243.0
11212,11212.0,41911.0
11214,11214.0,42104.0
11226,11226.0,42048.0
11230,11230.0,41911.0
11231,11231.0,42104.0
11236,11236.0,41964.0
11250,11250.0,42104.0
11267,11267.0,42243.0
11273,11273.0,42104.0
11287,11287.0,42048.0
11290,11290.0,42243.0
11294,11294.0,41911.0
11296,11296.0,42104.0
11311,11311.0,42048.0
11321,11321.0,41914.0
11332,11332.0,42048.0
11333,11333.0,41959.0
11334,11334.0,41911.0
11337,11337.0,41985.0
11338,11338.0,42243.0
11339,11339.0,42243.0
11340,11340.0,41911.0
11341,11341.0,42227.0
11342,11342.0,42104.0
11343,11343.0,42104.0
11357,11357.0,42048.0
11365,11365.0,41914.0
11368,11368.0,41911.0
11370,11370.0,41977.0
11375,11375.0,41959.0
11379,11379.0,42048.0
11385,11385.0,42217.0
11397,11397.0,41914.0
11398,11398.0,41926.0
11400,11400.0,41911.0
11401,11401.0,41911.0
11403,11403.0,42162.0
11406,11406.0,41911.0
11407,11407.0,42154.0
11410,11410.0,42048.0
11411,11411.0,41985.0
11412,11412.0,42243.0
11416,11416.0,41911.0
11418,11418.0,42227.0
11422,11422.0,42048.0
11427,11427.0,42243.0
11428,11428.0,41911.0
11430,11430.0,42104.0
11446,11446.0,42048.0
11448,11448.0,41911.0
11449,11449.0,42227.0
11458,11458.0,42104.0
11474,11474.0,41911.0
11476,11476.0,41959.0
11477,11477.0,42048.0
11479,11479.0,41985.0
11480,11480.0,42243.0
11481,11481.0,41911.0
11485,11485.0,42227.0
11490,11490.0,42048.0
11505,11505.0,41914.0
11506,11506.0,41911.0
11508,11508.0,42190.0
11512,11512.0,42048.0
11514,11514.0,41911.0
11515,11515.0,41977.0
11522,11522.0,42243.0
11529,11529.0,41911.0
11532,11532.0,41914.0
11533,11533.0,42104.0
11549,11549.0,41914.0
11551,11551.0,41914.0
11558,11558.0,42048.0
11565,11565.0,42243.0
11566,11566.0,41911.0
11567,11567.0,41911.0
11575,11575.0,42227.0
11577,11577.0,41914.0
11579,11579.0,42104.0
11583,11583.0,42048.0
11593,11593.0,41911.0
11594,11594.0,41911.0
11597,11597.0,41914.0
11604,11604.0,42048.0
11606,11606.0,41911.0
11608,11608.0,41985.0
11614,11614.0,42021.0
11617,11617.0,42243.0
11623,11623.0,41911.0
11628,11628.0,42048.0
11637,11637.0,42243.0
11644,11644.0,41914.0
11646,11646.0,42104.0
11649,11649.0,41911.0
11650,11650.0,41977.0
11653,11653.0,42048.0
11657,11657.0,42243.0
11671,11671.0,42048.0
11685,11685.0,41914.0
11687,11687.0,41914.0
11689,11689.0,42133.0
11698,11698.0,41911.0
11702,11702.0,42162.0
11703,11703.0,42091.0
11704,11704.0,41941.0
11707,11707.0,42162.0
11708,11708.0,42091.0
11718,11718.0,42104.0
11722,11722.0,42243.0
11725,11725.0,41911.0
11727,11727.0,42104.0
11736,11736.0,42048.0
11752,11752.0,42048.0
11758,11758.0,42243.0
11761,11761.0,41911.0
11762,11762.0,42104.0
11777,11777.0,42048.0
11779,11779.0,42243.0
11782,11782.0,41911.0
11786,11786.0,42104.0
11788,11788.0,41977.0
11792,11792.0,42048.0
11801,11801.0,41911.0
11806,11806.0,41914.0
11837,11837.0,42243.0
11839,11839.0,41911.0
11850,11850.0,42048.0
11855,11855.0,42243.0
11858,11858.0,41911.0
11860,11860.0,42104.0
11873,11873.0,41959.0
11875,11875.0,42048.0
11881,11881.0,42064.0
11882,11882.0,42064.0
11883,11883.0,42243.0
11886,11886.0,41914.0
11888,11888.0,42104.0
11897,11897.0,42048.0
11899,11899.0,42243.0
11903,11903.0,41911.0
11905,11905.0,42104.0
11917,11917.0,42048.0
11920,11920.0,41911.0
11928,11928.0,41977.0
11929,11929.0,41911.0
11932,11932.0,42243.0
11935,11935.0,41911.0
11938,11938.0,42104.0
11942,11942.0,41977.0
11945,11945.0,42048.0
11948,11948.0,42269.0
11949,11949.0,42243.0
11952,11952.0,42154.0
11954,11954.0,42072.0
11956,11956.0,42028.0
11957,11957.0,42104.0
11963,11963.0,42154.0
11967,11967.0,42048.0
11971,11971.0,42269.0
11972,11972.0,42243.0
11976,11976.0,42154.0
11977,11977.0,42154.0
11979,11979.0,42028.0
11980,11980.0,42104.0
12002,12002.0,41914.0
12004,12004.0,42220.0
12016,12016.0,41959.0
12017,12017.0,42048.0
12027,12027.0,42243.0
12036,12036.0,42151.0
12040,12040.0,42267.0
12043,12043.0,42243.0
12046,12046.0,41911.0
12049,12049.0,42104.0
12056,12056.0,41977.0
12058,12058.0,42048.0
12060,12060.0,41985.0
12061,12061.0,41911.0
12063,12063.0,42243.0
12069,12069.0,42048.0
12072,12072.0,41985.0
12074,12074.0,41911.0
12075,12075.0,41945.0
12078,12078.0,42243.0
12079,12079.0,42104.0
12088,12088.0,42048.0
12094,12094.0,42243.0
12098,12098.0,42104.0
12109,12109.0,42048.0
12122,12122.0,41911.0
12123,12123.0,41977.0
12126,12126.0,42243.0
12128,12128.0,42048.0
12134,12134.0,42243.0
12135,12135.0,41986.0
12137,12137.0,42104.0
12146,12146.0,41986.0
12147,12147.0,42048.0
12169,12169.0,41911.0
12171,12171.0,42227.0
12173,12173.0,42104.0
12184,12184.0,42227.0
12186,12186.0,42243.0
12187,12187.0,42243.0
12193,12193.0,42104.0
12195,12195.0,42091.0
12198,12198.0,42162.0
12201,12201.0,41985.0
12202,12202.0,42243.0
12205,12205.0,42243.0
12207,12207.0,41911.0
12209,12209.0,42227.0
12210,12210.0,42104.0
12211,12211.0,42104.0
12221,12221.0,42048.0
12224,12224.0,41911.0
12228,12228.0,42243.0
12231,12231.0,41914.0
12235,12235.0,42048.0
12246,12246.0,42104.0
12257,12257.0,42243.0
12258,12258.0,42243.0
12259,12259.0,41911.0
12260,12260.0,42227.0
12261,12261.0,42104.0
12262,12262.0,42104.0
12266,12266.0,41977.0
12270,12270.0,42048.0
12274,12274.0,42243.0
12275,12275.0,42243.0
12276,12276.0,41952.0
12278,12278.0,42243.0
12279,12279.0,42243.0
12283,12283.0,42104.0
12297,12297.0,42227.0
12298,12298.0,41911.0
12302,12302.0,42104.0
12303,12303.0,42243.0
12318,12318.0,42243.0
12319,12319.0,41911.0
12323,12323.0,42104.0
12331,12331.0,42048.0
12334,12334.0,41985.0
12336,12336.0,42243.0
12337,12337.0,41911.0
12338,12338.0,42227.0
12345,12345.0,42048.0
12350,12350.0,42243.0
12351,12351.0,41911.0
12353,12353.0,42227.0
12355,12355.0,42104.0
12359,12359.0,42162.0
12362,12362.0,42048.0
12364,12364.0,41985.0
12365,12365.0,42243.0
12369,12369.0,41911.0
12370,12370.0,41911.0
12371,12371.0,42133.0
12372,12372.0,42104.0
12386,12386.0,42048.0
12387,12387.0,42133.0
12397,12397.0,41911.0
12401,12401.0,41914.0
12412,12412.0,41985.0
12413,12413.0,42269.0
12414,12414.0,42227.0
12415,12415.0,42243.0
12416,12416.0,41911.0
12417,12417.0,42104.0
12425,12425.0,42048.0
12428,12428.0,42243.0
12430,12430.0,41911.0
12433,12433.0,42227.0
12434,12434.0,42104.0
12438,12438.0,42048.0
12444,12444.0,42217.0
12448,12448.0,42217.0
12450,12450.0,41914.0
12455,12455.0,42217.0
12459,12459.0,42211.0
12475,12475.0,41914.0
12479,12479.0,41959.0
12480,12480.0,42048.0
12494,12494.0,42243.0
12497,12497.0,41911.0
12499,12499.0,42104.0
12518,12518.0,42217.0
12523,12523.0,41911.0
12524,12524.0,42133.0
12525,12525.0,42190.0
12527,12527.0,42284.0
12531,12531.0,42048.0
12533,12533.0,42284.0
12540,12540.0,42243.0
12541,12541.0,42243.0
12542,12542.0,42243.0
12573,12573.0,41914.0
12575,12575.0,42243.0
12593,12593.0,41914.0
12600,12600.0,41911.0
12604,12604.0,42048.0
12611,12611.0,42217.0
12612,12612.0,41952.0
12613,12613.0,42133.0
12616,12616.0,41914.0
12617,12617.0,42243.0
12623,12623.0,41911.0
12632,12632.0,42227.0
12633,12633.0,41911.0
12642,12642.0,42026.0
12649,12649.0,42048.0
12653,12653.0,41911.0
12654,12654.0,42154.0
12657,12657.0,42104.0
12663,12663.0,42048.0
12696,12696.0,41911.0
12702,12702.0,42190.0
12704,12704.0,42243.0
12705,12705.0,42243.0
12706,12706.0,42243.0
12707,12707.0,42243.0
12711,12711.0,42104.0
12712,12712.0,42104.0
12725,12725.0,42048.0
12730,12730.0,42227.0
12732,12732.0,42104.0
12737,12737.0,41911.0
12748,12748.0,41914.0
12749,12749.0,42243.0
12752,12752.0,42190.0
12755,12755.0,41911.0
12761,12761.0,41911.0
12763,12763.0,42048.0
12764,12764.0,41959.0
12768,12768.0,42243.0
12769,12769.0,42243.0
12771,12771.0,41914.0
12773,12773.0,42243.0
12785,12785.0,41985.0
12786,12786.0,42243.0
12787,12787.0,41911.0
12788,12788.0,42104.0
12794,12794.0,42048.0
12795,12795.0,41985.0
12801,12801.0,41911.0
12805,12805.0,41914.0
12806,12806.0,42243.0
12807,12807.0,42227.0
12809,12809.0,42104.0
12811,12811.0,41911.0
12812,12812.0,41977.0
12815,12815.0,41959.0
12816,12816.0,42048.0
12820,12820.0,42151.0
12824,12824.0,42104.0
12832,12832.0,42243.0
12833,12833.0,42243.0
12838,12838.0,41911.0
12841,12841.0,42227.0
12842,12842.0,42104.0
12845,12845.0,41959.0
12846,12846.0,42048.0
12847,12847.0,41959.0
12861,12861.0,41914.0
12878,12878.0,41985.0
12879,12879.0,41911.0
12883,12883.0,42227.0
12884,12884.0,42243.0
12886,12886.0,42104.0
12889,12889.0,42048.0
12923,12923.0,42243.0
12925,12925.0,41914.0
12926,12926.0,41911.0
12927,12927.0,41911.0
12928,12928.0,42190.0
12930,12930.0,42224.0
12933,12933.0,42048.0
12941,12941.0,42187.0
12942,12942.0,42243.0
12943,12943.0,42243.0
12944,12944.0,42243.0
12945,12945.0,42243.0
12956,12956.0,42190.0
12957,12957.0,42190.0
12958,12958.0,42190.0
12965,12965.0,42243.0
12966,12966.0,42243.0
12980,12980.0,41926.0
12990,12990.0,42243.0
12991,12991.0,42243.0
12996,12996.0,41911.0
12998,12998.0,42243.0
13009,13009.0,41911.0
13032,13032.0,42217.0
13050,13050.0,41911.0
13051,13051.0,41911.0
13052,13052.0,42190.0
13059,13059.0,42243.0
13068,13068.0,41914.0
13070,13070.0,42104.0
13077,13077.0,42048.0
13080,13080.0,42243.0
13081,13081.0,41911.0
13082,13082.0,41911.0
13084,13084.0,42104.0
13094,13094.0,42048.0
13101,13101.0,42227.0
13102,13102.0,41911.0
13105,13105.0,42243.0
13106,13106.0,42104.0
13114,13114.0,42048.0
13119,13119.0,41985.0
13121,13121.0,42243.0
13122,13122.0,42243.0
13123,13123.0,42243.0
13124,13124.0,41911.0
13125,13125.0,42227.0
13126,13126.0,42104.0
13127,13127.0,42104.0
13128,13128.0,42048.0
13144,13144.0,42227.0
13145,13145.0,41911.0
13150,13150.0,42104.0
13158,13158.0,42162.0
13164,13164.0,42284.0
13173,13173.0,42243.0
13174,13174.0,42243.0
13178,13178.0,42243.0
13179,13179.0,42190.0
13191,13191.0,42138.0
13200,13200.0,42243.0
13201,13201.0,42243.0
13203,13203.0,42243.0
13205,13205.0,41911.0
13216,13216.0,41985.0
13217,13217.0,42243.0
13219,13219.0,42227.0
13222,13222.0,42091.0
13225,13225.0,42162.0
13227,13227.0,42048.0
13230,13230.0,41911.0
13235,13235.0,42104.0
13250,13250.0,42243.0
13257,13257.0,41914.0
13258,13258.0,42104.0
13267,13267.0,42048.0
13275,13275.0,41941.0
13281,13281.0,41911.0
13282,13282.0,41911.0
13301,13301.0,42243.0
13308,13308.0,42104.0
13318,13318.0,42048.0
13320,13320.0,42243.0
13322,13322.0,41911.0
13325,13325.0,42104.0
13333,13333.0,42048.0
13348,13348.0,41914.0
13350,13350.0,41952.0
13355,13355.0,41911.0
13384,13384.0,41911.0
13385,13385.0,42243.0
13387,13387.0,41959.0
13389,13389.0,42227.0
13390,13390.0,42104.0
13399,13399.0,42048.0
13411,13411.0,41914.0
13415,13415.0,41911.0
13416,13416.0,41919.0
13417,13417.0,41977.0
13420,13420.0,42048.0
13425,13425.0,41911.0
13426,13426.0,42243.0
13431,13431.0,42104.0
13439,13439.0,42048.0
13443,13443.0,42243.0
13451,13451.0,42104.0
13463,13463.0,42048.0
13495,13495.0,41914.0
13499,13499.0,41911.0
13508,13508.0,42243.0
13515,13515.0,42104.0
13517,13517.0,41914.0
13522,13522.0,41977.0
13525,13525.0,42048.0
13531,13531.0,42243.0
13533,13533.0,41911.0
13534,13534.0,41911.0
13539,13539.0,41914.0
13540,13540.0,42104.0
13544,13544.0,42048.0
13546,13546.0,41985.0
13547,13547.0,42243.0
13548,13548.0,41911.0
13554,13554.0,42104.0
13560,13560.0,42048.0
13566,13566.0,42243.0
13570,13570.0,41911.0
13579,13579.0,42162.0
13581,13581.0,42048.0
13584,13584.0,41985.0
13588,13588.0,42243.0
13589,13589.0,41911.0
13592,13592.0,42104.0
13600,13600.0,42048.0
13602,13602.0,42243.0
13603,13603.0,41911.0
13605,13605.0,42104.0
13609,13609.0,42048.0
13611,13611.0,42091.0
13614,13614.0,42162.0
13615,13615.0,41977.0
13621,13621.0,42243.0
13624,13624.0,41911.0
13626,13626.0,42104.0
13636,13636.0,41977.0
13638,13638.0,42048.0
13653,13653.0,42199.0
13667,13667.0,42243.0
13670,13670.0,41911.0
13673,13673.0,42104.0
13676,13676.0,41977.0
13678,13678.0,42048.0
13691,13691.0,42104.0
13705,13705.0,42243.0
13708,13708.0,41911.0
13710,13710.0,42104.0
13715,13715.0,42048.0
13716,13716.0,42243.0
13717,13717.0,42243.0
13718,13718.0,42243.0
13720,13720.0,41911.0
13721,13721.0,42227.0
13723,13723.0,42104.0
13725,13725.0,42048.0
13750,13750.0,41911.0
13759,13759.0,41914.0
13760,13760.0,41911.0
13762,13762.0,42243.0
13764,13764.0,42243.0
13767,13767.0,42243.0
13769,13769.0,41911.0
13770,13770.0,41911.0
13773,13773.0,42104.0
13774,13774.0,42104.0
13776,13776.0,42048.0
13794,13794.0,41914.0
13795,13795.0,42243.0
13808,13808.0,42048.0
13816,13816.0,41952.0
13820,13820.0,41914.0
13821,13821.0,41914.0
13828,13828.0,41911.0
13831,13831.0,41959.0
13832,13832.0,42048.0
13843,13843.0,41959.0
13844,13844.0,42048.0
13854,13854.0,41911.0
13858,13858.0,42227.0
13861,13861.0,41914.0
13862,13862.0,42104.0
13872,13872.0,41985.0
13873,13873.0,42243.0
13875,13875.0,42104.0
13888,13888.0,41911.0
13889,13889.0,42048.0
13893,13893.0,42243.0
13896,13896.0,41911.0
13899,13899.0,42104.0
13911,13911.0,42048.0
13918,13918.0,41911.0
13925,13925.0,42243.0
13926,13926.0,42217.0
13935,13935.0,42243.0
13939,13939.0,42104.0
13950,13950.0,42048.0
13955,13955.0,42064.0
13959,13959.0,41911.0
13961,13961.0,42104.0
13977,13977.0,42243.0
13980,13980.0,41911.0
13981,13981.0,42227.0
13982,13982.0,42104.0
13984,13984.0,42048.0
13989,13989.0,41985.0
13991,13991.0,42091.0
13993,13993.0,42021.0
13995,13995.0,42162.0
14005,14005.0,42104.0
14008,14008.0,42091.0
14010,14010.0,42162.0
14018,14018.0,42243.0
14022,14022.0,42064.0
14027,14027.0,42104.0
14034,14034.0,42048.0
14046,14046.0,42243.0
14057,14057.0,41977.0
14058,14058.0,41911.0
14065,14065.0,42243.0
14066,14066.0,41911.0
14067,14067.0,41911.0
14071,14071.0,41914.0
14072,14072.0,42104.0
14082,14082.0,42190.0
14084,14084.0,41911.0
14085,14085.0,42243.0
14097,14097.0,42048.0
14121,14121.0,41985.0
14123,14123.0,42227.0
14124,14124.0,41911.0
14130,14130.0,42104.0
14149,14149.0,42243.0
14150,14150.0,42243.0
14155,14155.0,42243.0
14157,14157.0,42243.0
14165,14165.0,42190.0
14167,14167.0,41947.0
14170,14170.0,42243.0
14174,14174.0,41911.0
14175,14175.0,42158.0
14177,14177.0,42104.0
14182,14182.0,42091.0
14185,14185.0,42162.0
14187,14187.0,42048.0
14192,14192.0,42243.0
14193,14193.0,41911.0
14198,14198.0,41914.0
14199,14199.0,42104.0
14205,14205.0,42048.0
14210,14210.0,42243.0
14213,14213.0,41911.0
14216,14216.0,41914.0
14217,14217.0,42104.0
14227,14227.0,42048.0
14240,14240.0,41914.0
14241,14241.0,42243.0
14242,14242.0,42104.0
14250,14250.0,42048.0
14260,14260.0,42021.0
14264,14264.0,41914.0
14266,14266.0,42104.0
14276,14276.0,41911.0
14282,14282.0,42104.0
14290,14290.0,41911.0
14298,14298.0,41914.0
14299,14299.0,42104.0
14301,14301.0,42227.0
14302,14302.0,42048.0
14304,14304.0,41911.0
14306,14306.0,41911.0
14311,14311.0,41911.0
14319,14319.0,42104.0
14344,14344.0,41985.0
14345,14345.0,41911.0
14346,14346.0,42243.0
14352,14352.0,42104.0
14360,14360.0,42048.0
14368,14368.0,41911.0
14375,14375.0,42104.0
14387,14387.0,42243.0
14392,14392.0,42104.0
14405,14405.0,42048.0
14409,14409.0,42227.0
14410,14410.0,42243.0
14412,14412.0,41911.0
14413,14413.0,41911.0
14415,14415.0,42104.0
14420,14420.0,42048.0
14424,14424.0,42091.0
14426,14426.0,42187.0
14427,14427.0,42091.0
14433,14433.0,42243.0
14437,14437.0,41911.0
14442,14442.0,42104.0
14449,14449.0,41985.0
14450,14450.0,41911.0
14452,14452.0,41911.0
14455,14455.0,41941.0
14458,14458.0,42088.0
14461,14461.0,42104.0
14467,14467.0,41911.0
14468,14468.0,41911.0
14471,14471.0,42048.0
14475,14475.0,41985.0
14478,14478.0,41911.0
14482,14482.0,42133.0
14484,14484.0,42243.0
14486,14486.0,42104.0
14488,14488.0,42048.0
14493,14493.0,41911.0
14494,14494.0,41911.0
14496,14496.0,42243.0
14499,14499.0,42104.0
14503,14503.0,41977.0
14504,14504.0,41977.0
14509,14509.0,42048.0
14515,14515.0,41911.0
14516,14516.0,42243.0
14518,14518.0,42064.0
14525,14525.0,41914.0
14526,14526.0,42104.0
14534,14534.0,42048.0
14540,14540.0,41911.0
14545,14545.0,42104.0
14561,14561.0,41985.0
14562,14562.0,42243.0
14563,14563.0,42154.0
14564,14564.0,41911.0
14570,14570.0,42104.0
14574,14574.0,42048.0
14582,14582.0,42243.0
14586,14586.0,41914.0
14588,14588.0,42104.0
14598,14598.0,42048.0
14599,14599.0,42217.0
14602,14602.0,42243.0
14619,14619.0,41911.0
14620,14620.0,41911.0
14621,14621.0,41911.0
14622,14622.0,41911.0
14634,14634.0,41914.0
14637,14637.0,41911.0
14648,14648.0,42243.0
14654,14654.0,41952.0
14655,14655.0,42243.0
14658,14658.0,41914.0
14659,14659.0,42048.0
14666,14666.0,41911.0
14667,14667.0,42227.0
14668,14668.0,41914.0
14670,14670.0,42104.0
14677,14677.0,42227.0
14678,14678.0,41911.0
14686,14686.0,42104.0
14692,14692.0,41911.0
14693,14693.0,42243.0
14695,14695.0,42104.0
14706,14706.0,42048.0
14709,14709.0,42243.0
14713,14713.0,41911.0
14716,14716.0,42104.0
14732,14732.0,42243.0
14736,14736.0,41911.0
14740,14740.0,42104.0
14748,14748.0,42048.0
14751,14751.0,42227.0
14752,14752.0,41911.0
14759,14759.0,42104.0
14773,14773.0,41911.0
14775,14775.0,41985.0
14776,14776.0,42162.0
14779,14779.0,42091.0
14780,14780.0,41941.0
14786,14786.0,42104.0
14789,14789.0,41911.0
14797,14797.0,42104.0
14802,14802.0,42217.0
14812,14812.0,41914.0
14818,14818.0,42190.0
14824,14824.0,42048.0
14826,14826.0,42243.0
14830,14830.0,41911.0
14835,14835.0,42104.0
14840,14840.0,42048.0
14844,14844.0,42227.0
14847,14847.0,41911.0
14857,14857.0,42104.0
14877,14877.0,41914.0
14887,14887.0,41911.0
14893,14893.0,41911.0
14901,14901.0,41977.0
14903,14903.0,42048.0
14907,14907.0,42243.0
14909,14909.0,41911.0
14910,14910.0,41911.0
14913,14913.0,42104.0
14925,14925.0,41977.0
14929,14929.0,42243.0
14932,14932.0,41911.0
14936,14936.0,42104.0
14947,14947.0,42048.0
14953,14953.0,42243.0
14962,14962.0,41914.0
14964,14964.0,42104.0
14973,14973.0,42227.0
14974,14974.0,41911.0
14977,14977.0,42104.0
14988,14988.0,42162.0
14992,14992.0,42243.0
14995,14995.0,41911.0
14997,14997.0,42104.0
15007,15007.0,42048.0
15010,15010.0,42243.0
15012,15012.0,41911.0
15015,15015.0,42104.0
15018,15018.0,41977.0
15021,15021.0,42048.0
15026,15026.0,41911.0
15039,15039.0,41914.0
15040,15040.0,42104.0
15042,15042.0,41911.0
15049,15049.0,42217.0
15052,15052.0,41914.0
15053,15053.0,42243.0
15059,15059.0,42243.0
15062,15062.0,41911.0
15064,15064.0,42104.0
15071,15071.0,42048.0
15073,15073.0,41985.0
15074,15074.0,41985.0
15078,15078.0,42243.0
15080,15080.0,41911.0
15083,15083.0,41914.0
15084,15084.0,42227.0
15087,15087.0,42104.0
15095,15095.0,42243.0
15101,15101.0,41914.0
15103,15103.0,42104.0
15122,15122.0,41914.0
15124,15124.0,42243.0
15133,15133.0,42048.0
15134,15134.0,41959.0
15137,15137.0,41911.0
15141,15141.0,42243.0
15146,15146.0,42133.0
15149,15149.0,42104.0
15154,15154.0,42048.0
15162,15162.0,42243.0
15170,15170.0,41914.0
15179,15179.0,41919.0
15180,15180.0,41919.0
15183,15183.0,42048.0
15187,15187.0,42243.0
15191,15191.0,41911.0
15194,15194.0,41914.0
15196,15196.0,42104.0
15206,15206.0,42284.0
15207,15207.0,42048.0
15209,15209.0,42243.0
15212,15212.0,41911.0
15216,15216.0,42104.0
15231,15231.0,41977.0
15235,15235.0,42243.0
15236,15236.0,41911.0
15248,15248.0,42048.0
15254,15254.0,41911.0
15257,15257.0,42243.0
15264,15264.0,41914.0
15266,15266.0,42104.0
15270,15270.0,42190.0
15275,15275.0,41985.0
15281,15281.0,42104.0
15284,15284.0,42048.0
15289,15289.0,42243.0
15291,15291.0,41911.0
15296,15296.0,42104.0
15297,15297.0,41964.0
15299,15299.0,41977.0
15300,15300.0,41977.0
15304,15304.0,42048.0
15308,15308.0,42243.0
15314,15314.0,42104.0
15328,15328.0,42048.0
15340,15340.0,41977.0
15343,15343.0,42227.0
15346,15346.0,41911.0
15349,15349.0,42104.0
15358,15358.0,41911.0
15366,15366.0,41985.0
15367,15367.0,42227.0
15378,15378.0,42104.0
15390,15390.0,42187.0
15391,15391.0,42217.0
15398,15398.0,41952.0
15399,15399.0,41914.0
15405,15405.0,41977.0
15410,15410.0,42048.0
15416,15416.0,42104.0
15425,15425.0,42048.0
15428,15428.0,41911.0
15442,15442.0,41914.0
15449,15449.0,42048.0
15457,15457.0,41911.0
15466,15466.0,42026.0
15478,15478.0,42243.0
15484,15484.0,41914.0
15487,15487.0,42104.0
15501,15501.0,41911.0
15512,15512.0,42104.0
15513,15513.0,42134.0
15521,15521.0,42091.0
15530,15530.0,42021.0
15532,15532.0,42162.0
15537,15537.0,42091.0
15539,15539.0,42021.0
15541,15541.0,42162.0
15542,15542.0,41914.0
15548,15548.0,42243.0
15550,15550.0,41911.0
15553,15553.0,42104.0
15567,15567.0,42048.0
15571,15571.0,42243.0
15589,15589.0,42048.0
15593,15593.0,42243.0
15598,15598.0,41911.0
15601,15601.0,42104.0
15603,15603.0,41914.0
15604,15604.0,42048.0
15608,15608.0,42243.0
15610,15610.0,41911.0
15613,15613.0,42104.0
15623,15623.0,42048.0
15645,15645.0,41985.0
15647,15647.0,42243.0
15651,15651.0,42104.0
15656,15656.0,42048.0
15662,15662.0,41985.0
15664,15664.0,41911.0
15665,15665.0,42243.0
15666,15666.0,42227.0
15668,15668.0,41914.0
15669,15669.0,42104.0
15672,15672.0,42048.0
15677,15677.0,41985.0
15684,15684.0,42243.0
15691,15691.0,41914.0
15693,15693.0,42104.0
15706,15706.0,41911.0
15707,15707.0,42104.0
15729,15729.0,42243.0
15734,15734.0,42190.0
15735,15735.0,41911.0
15740,15740.0,41959.0
15741,15741.0,42048.0
15770,15770.0,42243.0
15779,15779.0,42104.0
15780,15780.0,41914.0
15794,15794.0,42064.0
15808,15808.0,42048.0
15852,15852.0,41985.0
15853,15853.0,42227.0
15854,15854.0,42243.0
15855,15855.0,42104.0
15857,15857.0,42048.0
15863,15863.0,42243.0
15866,15866.0,42104.0
15867,15867.0,42104.0
15874,15874.0,42048.0
15899,15899.0,42091.0
15901,15901.0,42021.0
15903,15903.0,42162.0
15906,15906.0,41914.0
15913,15913.0,41911.0
15915,15915.0,41977.0
15916,15916.0,41959.0
15917,15917.0,42048.0
15927,15927.0,42243.0
15938,15938.0,41914.0
15941,15941.0,41952.0
15951,15951.0,41914.0
