id,bespoke_id,alt_generic_id
1617,1617.0,42091.0
1618,1618.0,42162.0
1624,1624.0,42091.0
1625,1625.0,42217.0
1629,1629.0,42243.0
1634,1634.0,42220.0
1638,1638.0,41959.0
1643,1643.0,41914.0
1648,1648.0,42190.0
1650,1650.0,42243.0
1652,1652.0,42151.0
1653,1653.0,42151.0
1655,1655.0,41964.0
1656,1656.0,42027.0
1657,1657.0,42104.0
1658,1658.0,42104.0
1675,1675.0,41911.0
1677,1677.0,42064.0
1678,1678.0,42064.0
1681,1681.0,41914.0
1697,1697.0,41911.0
1703,1703.0,41911.0
1704,1704.0,41911.0
1706,1706.0,42220.0
1715,1715.0,42069.0
1735,1735.0,42243.0
1740,1740.0,41911.0
1741,1741.0,42190.0
1742,1742.0,41911.0
1749,1749.0,42048.0
1751,1751.0,42243.0
1756,1756.0,41911.0
1759,1759.0,42104.0
1767,1767.0,42048.0
1771,1771.0,42021.0
1773,1773.0,42162.0
1778,1778.0,42048.0
1795,1795.0,41911.0
1796,1796.0,41911.0
1804,1804.0,41914.0
1815,1815.0,41911.0
1817,1817.0,42243.0
1823,1823.0,41985.0
1824,1824.0,42243.0
1828,1828.0,41911.0
1829,1829.0,41977.0
1831,1831.0,42227.0
1832,1832.0,42104.0
1839,1839.0,42048.0
1849,1849.0,41911.0
1850,1850.0,41911.0
1855,1855.0,42243.0
1867,1867.0,42243.0
1870,1870.0,41911.0
1873,1873.0,41914.0
1880,1880.0,42048.0
1889,1889.0,42151.0
1893,1893.0,42243.0
1894,1894.0,42151.0
1895,1895.0,42071.0
1897,1897.0,42151.0
1901,1901.0,42048.0
1914,1914.0,41914.0
1916,1916.0,42243.0
1917,1917.0,41911.0
1918,1918.0,42190.0
1919,1919.0,41977.0
1925,1925.0,42048.0
1938,1938.0,41914.0
1946,1946.0,41959.0
1951,1951.0,42048.0
1955,1955.0,42217.0
1965,1965.0,42104.0
1967,1967.0,41914.0
1974,1974.0,41911.0
1985,1985.0,41914.0
1987,1987.0,41911.0
1988,1988.0,41977.0
1990,1990.0,42224.0
1994,1994.0,42048.0
1998,1998.0,41985.0
1999,1999.0,42243.0
2002,2002.0,41911.0
2003,2003.0,41911.0
2006,2006.0,42227.0
2007,2007.0,42104.0
2019,2019.0,42048.0
2031,2031.0,41914.0
2032,2032.0,41911.0
2034,2034.0,42190.0
2035,2035.0,42224.0
2049,2049.0,41911.0
2053,2053.0,42104.0
2056,2056.0,41911.0
2059,2059.0,41977.0
2061,2061.0,42187.0
2067,2067.0,42187.0
2068,2068.0,42243.0
2069,2069.0,41914.0
2074,2074.0,41911.0
2078,2078.0,42048.0
2080,2080.0,41947.0
2084,2084.0,41985.0
2085,2085.0,42227.0
2086,2086.0,41911.0
2087,2087.0,42104.0
2098,2098.0,42048.0
2100,2100.0,42243.0
2104,2104.0,41911.0
2107,2107.0,41964.0
2108,2108.0,42104.0
2113,2113.0,42048.0
2122,2122.0,41914.0
2131,2131.0,42211.0
2136,2136.0,42048.0
2139,2139.0,42243.0
2142,2142.0,41911.0
2145,2145.0,42104.0
2159,2159.0,42048.0
2167,2167.0,41911.0
2169,2169.0,42104.0
2174,2174.0,41977.0
2185,2185.0,42217.0
2196,2196.0,42243.0
2203,2203.0,42227.0
2205,2205.0,41911.0
2208,2208.0,42104.0
2213,2213.0,42026.0
2216,2216.0,41977.0
2227,2227.0,42217.0
2235,2235.0,41914.0
2237,2237.0,42243.0
2244,2244.0,41911.0
2274,2274.0,42243.0
2278,2278.0,41911.0
2280,2280.0,42104.0
2283,2283.0,41964.0
2286,2286.0,42133.0
2288,2288.0,42021.0
2291,2291.0,42162.0
2294,2294.0,42048.0
2297,2297.0,42243.0
2298,2298.0,41911.0
2299,2299.0,42227.0
2300,2300.0,42104.0
2305,2305.0,42048.0
2308,2308.0,41985.0
2309,2309.0,42227.0
2311,2311.0,41914.0
2314,2314.0,41911.0
2315,2315.0,42104.0
2323,2323.0,42048.0
2325,2325.0,42227.0
2329,2329.0,41914.0
2332,2332.0,42104.0
2334,2334.0,42154.0
2335,2335.0,41911.0
2343,2343.0,41977.0
2352,2352.0,42048.0
2369,2369.0,42243.0
2374,2374.0,41911.0
2377,2377.0,42104.0
2392,2392.0,41977.0
2393,2393.0,41977.0
2394,2394.0,41911.0
2396,2396.0,41977.0
2397,2397.0,41977.0
2398,2398.0,41911.0
2400,2400.0,41977.0
2401,2401.0,41977.0
2402,2402.0,41911.0
2404,2404.0,41977.0
2405,2405.0,41977.0
2406,2406.0,41911.0
2408,2408.0,41977.0
2409,2409.0,41977.0
2422,2422.0,41911.0
2426,2426.0,41959.0
2427,2427.0,42048.0
2430,2430.0,42243.0
2431,2431.0,41911.0
2434,2434.0,42104.0
2439,2439.0,42162.0
2441,2441.0,42048.0
2446,2446.0,42048.0
2464,2464.0,42243.0
2471,2471.0,41911.0
2473,2473.0,41914.0
2483,2483.0,42048.0
2486,2486.0,42243.0
2492,2492.0,41911.0
2496,2496.0,42104.0
2507,2507.0,41977.0
2508,2508.0,41985.0
2509,2509.0,41911.0
2510,2510.0,42243.0
2513,2513.0,42243.0
2516,2516.0,42227.0
2517,2517.0,42104.0
2518,2518.0,42104.0
2526,2526.0,42048.0
2535,2535.0,42243.0
2548,2548.0,41959.0
2550,2550.0,42227.0
2551,2551.0,41911.0
2552,2552.0,41911.0
2558,2558.0,42104.0
2590,2590.0,42117.0
2591,2591.0,41914.0
2603,2603.0,42117.0
2604,2604.0,41914.0
2620,2620.0,41914.0
2624,2624.0,42243.0
2628,2628.0,41959.0
2630,2630.0,42048.0
2643,2643.0,41914.0
2648,2648.0,41977.0
2651,2651.0,42048.0
2654,2654.0,42243.0
2658,2658.0,41964.0
2667,2667.0,42048.0
2674,2674.0,42048.0
2691,2691.0,41941.0
2695,2695.0,41911.0
2698,2698.0,42227.0
2699,2699.0,42104.0
2703,2703.0,42101.0
2709,2709.0,41911.0
2711,2711.0,42091.0
2714,2714.0,42162.0
2721,2721.0,42091.0
2729,2729.0,41985.0
2730,2730.0,42243.0
2735,2735.0,41911.0
2739,2739.0,42104.0
2742,2742.0,41914.0
2752,2752.0,41985.0
2753,2753.0,42243.0
2756,2756.0,42227.0
2757,2757.0,42104.0
2767,2767.0,42048.0
2777,2777.0,42243.0
2784,2784.0,41914.0
2787,2787.0,42104.0
2789,2789.0,42026.0
2795,2795.0,42243.0
2798,2798.0,42227.0
2800,2800.0,42104.0
2815,2815.0,42048.0
2820,2820.0,42091.0
2823,2823.0,42162.0
2828,2828.0,41914.0
2838,2838.0,41911.0
2843,2843.0,42243.0
2857,2857.0,41914.0
2863,2863.0,42104.0
2867,2867.0,41926.0
2868,2868.0,41944.0
2877,2877.0,42243.0
2887,2887.0,41914.0
2888,2888.0,42243.0
2893,2893.0,42104.0
2905,2905.0,41911.0
2908,2908.0,42048.0
2916,2916.0,41914.0
2917,2917.0,42243.0
2922,2922.0,42138.0
2923,2923.0,41911.0
2943,2943.0,42243.0
2945,2945.0,41911.0
2951,2951.0,42048.0
2959,2959.0,42048.0
2976,2976.0,41985.0
2978,2978.0,42243.0
2982,2982.0,42154.0
2983,2983.0,41911.0
2998,2998.0,42048.0
3001,3001.0,42243.0
3004,3004.0,41911.0
3006,3006.0,42104.0
3011,3011.0,42048.0
3020,3020.0,41914.0
3025,3025.0,41911.0
3029,3029.0,41959.0
3030,3030.0,42048.0
3038,3038.0,42243.0
3041,3041.0,42151.0
3042,3042.0,42162.0
3044,3044.0,42104.0
3057,3057.0,42048.0
3060,3060.0,42243.0
3063,3063.0,41911.0
3067,3067.0,42104.0
3077,3077.0,42048.0
3087,3087.0,42243.0
3094,3094.0,41914.0
3099,3099.0,42190.0
3105,3105.0,42048.0
3112,3112.0,42243.0
3123,3123.0,41914.0
3145,3145.0,41914.0
3150,3150.0,41911.0
3151,3151.0,41977.0
3152,3152.0,41911.0
3156,3156.0,41911.0
3158,3158.0,41977.0
3163,3163.0,42048.0
3165,3165.0,42243.0
3171,3171.0,42133.0
3175,3175.0,42104.0
3185,3185.0,42048.0
3186,3186.0,42243.0
3187,3187.0,41911.0
3189,3189.0,41964.0
3190,3190.0,42227.0
3191,3191.0,42104.0
3194,3194.0,41977.0
3198,3198.0,42048.0
3199,3199.0,41985.0
3200,3200.0,42243.0
3204,3204.0,41911.0
3205,3205.0,41911.0
3209,3209.0,42104.0
3215,3215.0,41977.0
3220,3220.0,42048.0
3226,3226.0,42091.0
3234,3234.0,42104.0
3243,3243.0,42243.0
3246,3246.0,42243.0
3247,3247.0,42243.0
3257,3257.0,42148.0
3258,3258.0,41977.0
3265,3265.0,41911.0
3269,3269.0,42190.0
3270,3270.0,42190.0
3275,3275.0,42224.0
3281,3281.0,42284.0
3289,3289.0,42217.0
3294,3294.0,42021.0
3308,3308.0,42162.0
3309,3309.0,42021.0
3319,3319.0,41914.0
3325,3325.0,42243.0
3334,3334.0,41959.0
3337,3337.0,42217.0
3342,3342.0,41914.0
3351,3351.0,41911.0
3355,3355.0,41911.0
3358,3358.0,41977.0
3359,3359.0,41985.0
3361,3361.0,42243.0
3366,3366.0,41911.0
3368,3368.0,42227.0
3369,3369.0,42104.0
3372,3372.0,41914.0
3382,3382.0,42048.0
3384,3384.0,42243.0
3388,3388.0,41911.0
3391,3391.0,42104.0
3399,3399.0,42048.0
3406,3406.0,41911.0
3409,3409.0,42227.0
3410,3410.0,42104.0
3417,3417.0,42048.0
3420,3420.0,41918.0
3421,3421.0,42243.0
3425,3425.0,42028.0
3428,3428.0,42021.0
3442,3442.0,42028.0
3446,3446.0,41911.0
3449,3449.0,42104.0
3458,3458.0,41911.0
3467,3467.0,42104.0
3469,3469.0,41911.0
3471,3471.0,41911.0
3475,3475.0,42028.0
3477,3477.0,42162.0
3478,3478.0,41941.0
3482,3482.0,42074.0
3484,3484.0,42104.0
3487,3487.0,42088.0
3492,3492.0,41911.0
3493,3493.0,41911.0
3500,3500.0,41977.0
3504,3504.0,41911.0
3505,3505.0,41911.0
3511,3511.0,42104.0
3528,3528.0,42243.0
3545,3545.0,41914.0
3551,3551.0,41985.0
3552,3552.0,42243.0
3557,3557.0,41911.0
3558,3558.0,42227.0
3559,3559.0,42104.0
3567,3567.0,41977.0
3572,3572.0,42048.0
3576,3576.0,41911.0
3578,3578.0,42227.0
3579,3579.0,42104.0
3581,3581.0,41977.0
3586,3586.0,42048.0
3599,3599.0,41914.0
3607,3607.0,41911.0
3613,3613.0,42243.0
3618,3618.0,41911.0
3621,3621.0,42104.0
3626,3626.0,41977.0
3629,3629.0,42048.0
3639,3639.0,42243.0
3645,3645.0,42227.0
3647,3647.0,41914.0
3649,3649.0,42104.0
3663,3663.0,42243.0
3667,3667.0,41911.0
3674,3674.0,42104.0
3677,3677.0,41914.0
3685,3685.0,42243.0
3693,3693.0,42104.0
3702,3702.0,42048.0
3710,3710.0,42162.0
3715,3715.0,42243.0
3716,3716.0,42243.0
3722,3722.0,42243.0
3730,3730.0,41911.0
3734,3734.0,42156.0
3735,3735.0,41911.0
3736,3736.0,42154.0
3737,3737.0,41911.0
3739,3739.0,42243.0
3745,3745.0,41911.0
3747,3747.0,42190.0
3748,3748.0,41985.0
3752,3752.0,42048.0
3756,3756.0,42243.0
3759,3759.0,42243.0
3761,3761.0,41911.0
3763,3763.0,42227.0
3764,3764.0,42104.0
3765,3765.0,42104.0
3768,3768.0,42048.0
3769,3769.0,41985.0
3770,3770.0,42243.0
3771,3771.0,42243.0
3773,3773.0,41911.0
3777,3777.0,42227.0
3778,3778.0,42104.0
3779,3779.0,42104.0
3788,3788.0,42284.0
3789,3789.0,42048.0
3796,3796.0,42243.0
3797,3797.0,42243.0
3800,3800.0,42243.0
3806,3806.0,41911.0
3807,3807.0,42190.0
3816,3816.0,42227.0
3818,3818.0,42243.0
3819,3819.0,42243.0
3826,3826.0,42104.0
3835,3835.0,42091.0
3836,3836.0,42162.0
3841,3841.0,41911.0
3842,3842.0,41911.0
3845,3845.0,42227.0
3846,3846.0,42104.0
3854,3854.0,42048.0
3855,3855.0,41985.0
3859,3859.0,42243.0
3863,3863.0,41911.0
3866,3866.0,42227.0
3867,3867.0,42104.0
3869,3869.0,41914.0
3880,3880.0,42217.0
3885,3885.0,42217.0
3907,3907.0,42091.0
3913,3913.0,41914.0
3915,3915.0,42243.0
3916,3916.0,41952.0
3925,3925.0,41959.0
3926,3926.0,42048.0
3931,3931.0,42048.0
3948,3948.0,42243.0
3951,3951.0,41911.0
3953,3953.0,42227.0
3954,3954.0,42104.0
3965,3965.0,42048.0
3970,3970.0,42048.0
3990,3990.0,42048.0
4008,4008.0,42243.0
4011,4011.0,41911.0
4013,4013.0,42104.0
4022,4022.0,42048.0
4030,4030.0,42048.0
4048,4048.0,42243.0
4058,4058.0,42227.0
4060,4060.0,41914.0
4062,4062.0,42104.0
4073,4073.0,42091.0
4076,4076.0,41914.0
4081,4081.0,42243.0
4092,4092.0,41911.0
4096,4096.0,41977.0
4100,4100.0,41959.0
4101,4101.0,42048.0
4108,4108.0,42217.0
4112,4112.0,41914.0
4122,4122.0,41911.0
4124,4124.0,41977.0
4125,4125.0,41959.0
4126,4126.0,42048.0
4130,4130.0,41985.0
4133,4133.0,42243.0
4138,4138.0,41911.0
4139,4139.0,42227.0
4140,4140.0,41914.0
4143,4143.0,42104.0
4156,4156.0,42243.0
4158,4158.0,42158.0
4159,4159.0,41964.0
4160,4160.0,42227.0
4161,4161.0,42104.0
4168,4168.0,41911.0
4170,4170.0,41959.0
4172,4172.0,42048.0
4184,4184.0,41914.0
4190,4190.0,41911.0
4193,4193.0,41959.0
4194,4194.0,42048.0
4203,4203.0,42227.0
4204,4204.0,42104.0
4210,4210.0,42162.0
4211,4211.0,42048.0
4213,4213.0,41985.0
4222,4222.0,42227.0
4223,4223.0,42104.0
4226,4226.0,41914.0
4229,4229.0,42162.0
4232,4232.0,42048.0
4236,4236.0,42243.0
4242,4242.0,42227.0
4243,4243.0,41914.0
4245,4245.0,42104.0
4254,4254.0,42048.0
4259,4259.0,41911.0
4261,4261.0,42104.0
4268,4268.0,42028.0
4275,4275.0,42048.0
4276,4276.0,42148.0
4279,4279.0,41985.0
4280,4280.0,41911.0
4281,4281.0,41911.0
4282,4282.0,41911.0
4287,4287.0,42243.0
4288,4288.0,41911.0
4305,4305.0,42243.0
4310,4310.0,41911.0
4319,4319.0,41914.0
4320,4320.0,42104.0
4330,4330.0,42091.0
4332,4332.0,42162.0
4335,4335.0,42243.0
4337,4337.0,41914.0
4339,4339.0,42117.0
4340,4340.0,41914.0
4344,4344.0,42224.0
4350,4350.0,41911.0
4359,4359.0,42243.0
4362,4362.0,42190.0
4363,4363.0,41911.0
4364,4364.0,41911.0
4368,4368.0,41959.0
4369,4369.0,42048.0
4371,4371.0,42133.0
4374,4374.0,42154.0
4381,4381.0,42104.0
4388,4388.0,42026.0
4393,4393.0,41985.0
4394,4394.0,42243.0
4395,4395.0,42243.0
4400,4400.0,41911.0
4402,4402.0,42227.0
4403,4403.0,42104.0
4404,4404.0,42104.0
4410,4410.0,42048.0
4414,4414.0,42217.0
4415,4415.0,42091.0
4422,4422.0,41914.0
4433,4433.0,41911.0
4435,4435.0,41985.0
4436,4436.0,42243.0
4440,4440.0,41911.0
4441,4441.0,42227.0
4443,4443.0,42104.0
4455,4455.0,42048.0
4458,4458.0,42118.0
4459,4459.0,42124.0
4461,4461.0,42124.0
4463,4463.0,42175.0
4464,4464.0,41911.0
4470,4470.0,42243.0
4476,4476.0,42133.0
4477,4477.0,42133.0
4482,4482.0,42243.0
4488,4488.0,42227.0
4489,4489.0,42104.0
4492,4492.0,41911.0
4495,4495.0,42048.0
4510,4510.0,41914.0
4513,4513.0,41911.0
4516,4516.0,42190.0
4520,4520.0,41977.0
4526,4526.0,42243.0
4532,4532.0,41914.0
4534,4534.0,42104.0
4550,4550.0,42243.0
4553,4553.0,41959.0
4555,4555.0,41914.0
4558,4558.0,42104.0
4564,4564.0,42048.0
4573,4573.0,42104.0
4591,4591.0,42243.0
4595,4595.0,41911.0
4599,4599.0,42104.0
4607,4607.0,42048.0
4610,4610.0,42243.0
4613,4613.0,42104.0
4624,4624.0,42048.0
4626,4626.0,41985.0
4627,4627.0,41985.0
4628,4628.0,42243.0
4631,4631.0,41911.0
4633,4633.0,42227.0
4634,4634.0,42104.0
4642,4642.0,42048.0
4645,4645.0,41911.0
4647,4647.0,42227.0
4648,4648.0,42104.0
4664,4664.0,42048.0
4667,4667.0,41985.0
4669,4669.0,42243.0
4671,4671.0,41911.0
4674,4674.0,41911.0
4676,4676.0,42227.0
4677,4677.0,42104.0
4679,4679.0,41911.0
4683,4683.0,41911.0
4685,4685.0,41977.0
4687,4687.0,42048.0
4693,4693.0,42243.0
4696,4696.0,42064.0
4697,4697.0,42064.0
4699,4699.0,42227.0
4700,4700.0,41914.0
4702,4702.0,42104.0
4712,4712.0,42048.0
4720,4720.0,41914.0
4722,4722.0,42243.0
4728,4728.0,41914.0
4731,4731.0,41959.0
4732,4732.0,42048.0
4738,4738.0,42243.0
4746,4746.0,42104.0
4764,4764.0,41911.0
4771,4771.0,42104.0
4778,4778.0,42048.0
4780,4780.0,41985.0
4782,4782.0,41911.0
4785,4785.0,42227.0
4788,4788.0,42104.0
4798,4798.0,42048.0
4803,4803.0,42243.0
4808,4808.0,41911.0
4815,4815.0,41914.0
4817,4817.0,42104.0
4826,4826.0,42243.0
4828,4828.0,42158.0
4829,4829.0,42151.0
4830,4830.0,41964.0
4831,4831.0,42027.0
4832,4832.0,42104.0
4842,4842.0,42048.0
4848,4848.0,42243.0
4854,4854.0,41914.0
4856,4856.0,42104.0
4863,4863.0,41977.0
4864,4864.0,42048.0
4886,4886.0,42243.0
4890,4890.0,42104.0
4896,4896.0,42048.0
4899,4899.0,42243.0
4902,4902.0,42151.0
4905,4905.0,42027.0
4906,4906.0,42104.0
4921,4921.0,42048.0
4925,4925.0,42243.0
4927,4927.0,42217.0
4947,4947.0,42243.0
4953,4953.0,41911.0
4954,4954.0,42153.0
4955,4955.0,42227.0
4956,4956.0,42104.0
4968,4968.0,42048.0
4970,4970.0,42156.0
4971,4971.0,42175.0
4977,4977.0,42243.0
4988,4988.0,41959.0
4991,4991.0,41914.0
5007,5007.0,42243.0
5011,5011.0,41911.0
5013,5013.0,42104.0
5019,5019.0,41985.0
5022,5022.0,42048.0
5026,5026.0,42227.0
5029,5029.0,41977.0
5030,5030.0,41911.0
5035,5035.0,42104.0
5051,5051.0,42286.0
5056,5056.0,41914.0
5060,5060.0,42154.0
5061,5061.0,42048.0
5065,5065.0,41985.0
5068,5068.0,41911.0
5069,5069.0,41911.0
5070,5070.0,42243.0
5076,5076.0,41964.0
5077,5077.0,42227.0
5078,5078.0,42104.0
5084,5084.0,42048.0
5092,5092.0,42104.0
5094,5094.0,41911.0
5095,5095.0,41977.0
5098,5098.0,42048.0
5109,5109.0,41914.0
5110,5110.0,42243.0
5113,5113.0,41911.0
5114,5114.0,41919.0
5117,5117.0,41959.0
5119,5119.0,41911.0
5135,5135.0,41914.0
5142,5142.0,41977.0
5147,5147.0,41911.0
5157,5157.0,41977.0
5163,5163.0,42048.0
5168,5168.0,42243.0
5172,5172.0,42227.0
5173,5173.0,42104.0
5176,5176.0,41911.0
5185,5185.0,42048.0
5188,5188.0,42243.0
5192,5192.0,41911.0
5198,5198.0,42104.0
5199,5199.0,41914.0
5219,5219.0,42104.0
5228,5228.0,41911.0
5230,5230.0,41977.0
5244,5244.0,41914.0
5251,5251.0,41911.0
5252,5252.0,41977.0
5257,5257.0,42048.0
5259,5259.0,41985.0
5261,5261.0,42243.0
5264,5264.0,41911.0
5266,5266.0,42227.0
5267,5267.0,42104.0
5282,5282.0,41977.0
5286,5286.0,41911.0
5288,5288.0,42190.0
5294,5294.0,41947.0
5301,5301.0,42243.0
5307,5307.0,41911.0
5308,5308.0,42227.0
5309,5309.0,42104.0
5318,5318.0,42048.0
5322,5322.0,42217.0
5327,5327.0,41914.0
5328,5328.0,42133.0
5329,5329.0,42243.0
